Name,Description,ISE ID,Parent Group
SAMPGUserGroup229,Imported Scale User Group 229,b9459ec0-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup25,Imported Scale User Group 25,b9d5d0d0-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup200,Imported Scale User Group 200,b8724930-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup242,Imported Scale User Group 242,b9a216a0-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup267,Imported Scale User Group 267,ba50f440-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup238,Imported Scale User Group 238,b982f5e0-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup21,Imported Scale User Group 21,b8ba9cd0-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup191,Imported Scale User Group 191,b827aba0-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup231,Imported Scale User Group 231,b9583c60-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup261,Imported Scale User Group 261,ba2b1cc0-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup180,Imported Scale User Group 180,b7dac420-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup213,Imported Scale User Group 213,b8d3ca20-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup215,Imported Scale User Group 215,b8e04d40-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
SAMPGUserGroup225,Imported Scale User Group 225,b92c7170-75da-11eb-976b-427fae7e634f,NAC Group:NAC:IdentityGroups:User Identity Groups
